country,name,longName,foundingDate,population,capital,largestCity,area
2305,Kush,,,,Meroë,,
2306,Kush,,,,Kerm,,
2307,Kush,,,,N,,
2308,Laos,,5/11/1947,,Luang Prabang,,
2309,Laos,,5/11/1947,,Vientiane,,
2310,Leó,,0910-12-10,,"León, Spain",,
2311,Liby,,12/24/1951,,Tripo,,
2312,Limmu-Ennar,,,,Saqq,,
2313,Lithuani,,1251-07-17,,Kernavė,,
2314,Lithuani,,2/16/1918,,,,
2315,Livoni,,,,Põltsam,,
2316,Loango,,,,,,
2317,Lombardy–Veneti,,1815-06-09,,Venice,,
2318,Lombardy–Veneti,,1815-06-09,,Milan,,
2319,Luang Phrabang,,,,Luang Prabang,,
2320,Majorc,,,,Perpignan,,
2321,Majorc,,,,"Palma, Major",,
2322,Makuri,,,,Old Dongo,,
2323,Mapungubw,,,,,,
2324,Maynil,,,,Man,,
2325,Middag,,,,"Dadu District, Taichung",,
2326,Montenegro,,8/28/1910,,Cetinje,,
2327,Mrauk-U Kingdo,,1429-04-18,,Launggye,,
2328,Mrauk-U Kingdo,,1429-04-18,,Mrauk U,,
2329,Mutap,,,,Zvongombe,,
2330,Mysor,,,,Mysore,,
2331,Mysor,,,,Srirangapatn,,
2332,Navarr,,,,Pamplon,,
2333,Kingdom of Nekor,,,,Nekor,,
2334,Kingdom of Nekor,,,,Temsaman,,
2335,Nepal,,1768-09-25,,Kathmandu,,
2336,North Sud,Kingdom of North Sud,6/16/2014,0,,,2060km
2337,Northumbri,,,,York,,
2338,Northumbri,,,,Bamburgh,,
2339,Nri,,,,Igbo-Ukwu,,
2340,Pajang,,,,,,
2341,Kingdom of Pamplo,,,,Pamplon,,
2342,Poland,,,,Poznań,,
2343,Poland,,,,Gniezno,,
2344,Poland,,,,Kraków,,
2345,Poland,,,,Płock,,
2346,Poland,,1385-08-14,,Kraków,,
2347,Poland,,11/5/1916,,Warsaw,,
2348,Pontus,,,,Amasy,,
2349,Pontus,,,,"Sinop, Turkey",,
2350,Portugal,,1139-07-26,,Lisbon,,
2351,Portugal,,1139-07-26,,Coimbr,,
2352,Powys,,,,Mathraf,,
2353,Powys,,,,Welshpoo,,
2354,Powys,,,,Wroxeter,,
2355,Powys,,,,Pengwern,,
2356,Prussi,,1701-01-18,,Berlin,,
2357,Kara-Khoja Kingdo,,,,Gaochang,,
2358,Kara-Khoja Kingdo,,,,Jimsar County,,
2359,Rarotong,,,,Avaru,,
2360,Reino de Redond,Kingdom of Redond,,,,,2km
2361,Romani,,1881-03-14,,Iaș,,
2362,Romani,,1881-03-14,,Buchares,,
2363,Rwand,,7/25/1959,,"Nyanza, Rwand",,
2364,Sanwi,,,,Krindjabo,,
2365,Sarawak,,1841-08-18,,Kuching,,
2366,Piedmont-Sardini,,,,Cagliar,,
2367,Piedmont-Sardini,,,,Turin,,
2368,Saxony,,1806-12-20,,Dresden,,
2369,Scotland,,,,Edinburgh,,
2370,Sedang,Kingdom of Sed,1888-06-03,,,,
2371,Sedang,Kingdom of Sed,1890-11-11,,,,
2372,Serbi,,1882-03-06,,Belgrade,,
2373,Serbi,,1718-07-21,,Belgrade,,
2374,Serbi,,,,Skopje,,
2375,Sikki,,,,Gangtok,,
2376,Sikki,,,,Rabdentse,,
2377,Sikki,,,,Yuksom,,
2378,Sikki,,,,Tumlong,,
2379,Singapur,,,,,,
2380,Kingdom of Sitawak,,,,Avissawe,,
2381,Slavoni,,1699-01-26,,,,
2382,Kingdom of Soissons,,,,Noviodunum,,
2383,Soph,,,,Carcathiocer,,
2384,Spai,,1808-05-06,,Madrid,,
2385,Strathclyd,,,,Govan,,
2386,Strathclyd,,,,Dumbarton,,
2387,Karajaan Sumedang Larang,,,,Sumedang,,
2388,Sussex,,,,Selsey,,
2389,Sussex,,,,Chichester,,
2390,Tahiti,,,,Papeete,,
2391,Tambapanni,,,,Tambapann,,
2392,Tashir-Dzoraget,,,,Lori Fortress,,
2393,Tashir-Dzoraget,,,,Matsnaberd,,
2394,Tavolar,Kingdom of Tavolar,,57,,,5km
2395,Kingdom of the Burgundians,,,,"Worms, Germany",,
2396,Kingdom of the Burgundians,,,,Lyon,,
2397,Canary Islands,,,,Betancur,,
2398,Canary Islands,,,,Teguise (municipality),,
2399,Kingdom of Italy,,,,Pav,,
2400,the Netherlands,Kingdom of the Netherlands,1795-01-19,17100715,Amsterdam,,16478mi
2401,the Netherlands,Kingdom of the Netherlands,1581-07-26,17100715,Amsterdam,,16478mi
2402,the Netherlands,Kingdom of the Netherlands,1648-01-30,17100715,Amsterdam,,16478mi
2403,Kingdom of the Suebi,,,,Brag,,
2404,Two Sicilies,,,,Naples,,
2405,Two Sicilies,,,,Palermo,,
2406,Thessalonic,,,,Thessalonik,,
2407,Kingdom of Tlemc,,,,Tlemcen,,
2408,Tondo,,,,"Tondo, Man",,
2409,Tong,,5/18/1900,,Nukuʻalof,,
2410,Tungning,,1661-06-14,,Taiwan,,
2411,Tungning,,1661-06-14,,Tainan,,
2412,Tunisi,,3/20/1956,,,,
2413,Ireland,,,,Downpatrick,,
2414,Upatissa Nuwar,,,,Upatissa Nuwar,,
2415,Kingdom of Valenci,,,,Valen,,
2416,Vaspurak,,,,"Van, Turkey",,
2417,Vienti,,,,Vientiane,,
2418,Vikesland,Kingdom of Vikesland,,,,,
2419,Valašské Kralovství,Kingdom of Walachi,,,Valašské Klobouky,,
2420,Westphali,,1807-07-09,,Kasse,,
2421,Württemberg,,1805-12-26,,Stuttgar,,
2422,Yugoslavi,,12/1/1918,,Belgrade,,
2423,Zimbabw,,,,Great Zimbabwe,,
2424,Kirghiz SSR,,12/5/1936,,Bishkek,,
2425,Kiribati,Republic of Kiribati,7/12/1979,103500,Taraw,,313mi
2426,Kitio,,,,,,
2427,Klingenmunster Abbey,,,,,,
2428,Koch dynasty,,,,,,
2429,Zagori,,,,,,
2430,Kolattunadu,,,,Ezhimala H,,
2431,Komancza Republic,,11/4/1918,,Komańcz,,
2432,Komi ASSR,,,,,,
2433,Konbaung Dynasty,,1752-02-29,,Inw,,
2434,Konbaung Dynasty,,1752-02-29,,Amarapur,,
2435,Konbaung Dynasty,,1752-02-29,,Mandalay,,
2436,Konbaung Dynasty,,1752-02-29,,Sagaing,,
2437,Konbaung Dynasty,,1752-02-29,,Shwebo,,
2438,Kong Empir,,,,"Kong, Ivory Coas",,
2439,Konigsegg,,,,Aulendorf,,
2440,Konigsegg-Aulendorf,,,,Aulendorf,,
2441,Konigsegg-Rothenfels,,,,,,
2442,Korean Empir,,1897-10-13,,Seou,,
2443,Kornelimunster,,,,,,
2444,Kosala Kingdo,,,,Ayodhy,,
2445,Kosala Kingdo,,,,Ayodhy,,
2446,Kosovo,Republic of Kosov,1/31/1946,1859203,Pristin,,4212mi
2447,Kosovo,Republic of Kosov,7/2/1990,1859203,Pristin,,4212mi
2448,Kruševo Republic,,8/3/1903,,Kruševo,,
2449,Kub,,1/28/1918,,Krasnodar,,
2450,Kugelmugel,Republik Kugelmu,,1,,,
2451,Kummuh,,,,,,
2452,Kumul Khanat,,,,Hami City,,
2453,Ararat,,10/28/1927,,Doğubeyazı,,
2454,Kurdistansky Uyezd,,,,Lachin,,
2455,Kartids,,,,Her,,
2456,Kuru Kingdo,,,,Indraprasth,,
2457,Kuru Kingdo,,,,Assandh,,
2458,Kuru Kingdo,,,,Hastinapur,,
2459,Kushan Empir,,,,Tax,,
2460,Kushan Empir,,,,Bagram,,
2461,Kushan Empir,,,,Mathur,,
2462,Kushan Empir,,,,Peshawar,,
2463,Kuwait,State of Kuwait,,4187161,Kuwait City,,6880mi
2464,KwaNdebel,,,,KwaMhlang,,
2465,,,,250,,,
2466,Kantoshu,,1895-04-17,,Dalian,,
2467,Kwararaf,,,,Wukar,,
2468,KwaZulu,,,,Nongom,,
2469,KwaZulu,,,,Ulund,,
2470,,,,80,,,
2471,Fourteenth Dynasty of Hùng kings,,,,,,
2472,Kyrgyzst,Kyrgyz Republic,10/14/1924,6000000,Bishkek,pital c,77181mi
2473,Kyrgyzst,Kyrgyz Republic,12/5/1936,6000000,Bishkek,pital c,77181mi
2474,,,,,Lihu,,
2475,Kurdish Lachi,,5/20/1992,,Lachin Distr,,
2476,Ladoni,Royal Republic of Ladoni,6/2/1996,,,,1km
2477,Lagos,,1862-03-05,,Lagos,,
2478,Lai,,,,Linqu County,,
2479,Lai,,,,Changle County,,
2480,Lai,,,,Longkou,,
2481,Leith,,10/4/1921,,,,
2482,Banu Lakh,,,,Al-Hirah,,
2483,L,,,,Chiang M,,
2484,L,,,,Chiang Rai (city),,
2485,L,,,,Fang Distr,,
2486,L,,,,Saraphi Distr,,
2487,Lan Xang,,,,Luang Prabang,,
2488,Lan Xang,,,,Vientiane,,
2489,Hess,,,,Kasse,,
2490,Hess,,,,Marburg,,
2491,Hess,,,,Gudensberg,,
2492,Hesse-Darmstadt,,,,Darmstad,,
2493,Hesse-Kassel,,,,Kasse,,
2494,Bohemian Crow,,1348-04-07,,Prague,,
2495,Lands of the Crown of Saint Steph,,1867-03-30,,Budapes,,
2496,Lanfang,,,,"Pontianak, Indones",,
2497,Langkasuku kingdo,,,,,,
2498,Laos,Lao People's Democratic Republic,12/2/1975,6803699,Vientiane,,91429mi
2499,Late Period of ancient Egypt,,,,Mendes,,
2500,Late Period of ancient Egypt,,,,"Sais, Egy",,
2501,Late Period of ancient Egypt,,,,Sebennytos,,
2502,Hubaekj,,,,Jeonju,,
2503,Later Balh,,,,,,
2504,Later H,,0947-03-10,,Kaifeng,,
2505,Later Ji,,,,Kaifeng,,
2506,Later Ji,,,,Luoyang,,
2507,Later Ji,,,,Taiyuan,,
2508,Later Liang,,0907-06-01,,Kaifeng,,
2509,Later Liang,,0907-06-01,,Luoyang,,
2510,Later Liang,,,,,,
2511,Later Qi,,,,Chang'an,,
2512,Husabeol,,,,Sangju,,
2513,Later Shu,,,,Chengdu,,
2514,Later Tang,,,,Daming County,,
2515,Later Tang,,,,Luoyang,,
2516,Later Y,,,,,,
2517,Later Zhao,,,,Ye (ancient China),,
2518,Later Zhou,,0951-02-13,,Kaifeng,,
2519,Latin Empir,,,,Constantinople,,
2520,,,,,,,
2521,Latvi,Republic of Latvi,11/18/1918,1973700,Rig,,24938mi
2522,Latvi,Republic of Latvi,1/26/1921,1973700,Rig,,24938mi
2523,Latvian SSR,,12/17/1918,,Daugavpils,,
2524,Latvian SSR,,12/17/1918,,Rig,,
2525,Latvian SSR,,12/17/1918,,Rēzekne,,
2526,Latvian SSR,,7/21/1940,,,,
2527,Lavo kingdo,,,,Phra Nakhon Si Ayutthaya (city),,
2528,Lavo kingdo,,,,History of Lopbur,,
2529,"Lazica, Egrisi",,,,Nokalakev,,
2530,Lê,,1428-03-15,,Hano,,
2531,Lê,,1428-03-15,,Lam Kinh,,
2532,League of God's Hous,,,,Chur,,
2533,The League of Mayap,,,,Mayapan,,
2534,The League of Mayap,,,,Uxm,,
2535,The League of Mayap,,,,Chichen Itz,,
2536,League of Nations,,1/10/1920,,Switzerland,,
2537,League of Nations,,1/10/1920,,Genev,,
2538,League of the Ten Jurisdictions,,,,Davos,,
2539,Lebano,Lebanese Republic,9/1/1920,5851000,Beiru,Beiru,4036mi
2540,Lebano,Lebanese Republic,5/23/1926,5851000,Beiru,Beiru,4036mi
2541,Lebow,,10/2/1972,,Lebowakgomo,,
2542,Lemko Republic,,12/5/1918,,Florynk,,
2543,Lesotho,Kingdom of Lesoth,10/4/1966,2067000,Maseru,Maseru,11720mi
2544,Liang,,,,,,
2545,Southern Liang dynasty,,0502-04-30,,Jiankang,,
2546,Southern Liang dynasty,,0502-04-30,,Jiangling County,,
2547,Liao,,,,Tanghe County,,
2548,Liao,,,,Gushi County,,
2549,Liao,,,,Henan,,
2550,Liao dynasty,,,,Bairin Left Banner,,
2551,Chil,,1861-09-18,,,,
2552,Liberi,Republic of Liberi,1822-01-07,4503000,Monrov,Monrov,43000mi
2553,Liberi,Republic of Liberi,1847-07-26,4503000,Monrov,Monrov,43000mi
2554,Liberland,Free Republic of Liberland,4/13/2015,0,,,7km
2555,Liby,Liby,2/10/1947,6411776,Tripo,,679359mi
2556,Liby,ليبيا,2/10/1947,6411776,Tripo,,679359mi
2557,Liby,ⵍⵉⴱⵢⴰ,2/10/1947,6411776,Tripo,,679359mi
2558,Liby,Liby,12/24/1951,6411776,Tripo,,679359mi
2559,Liby,ليبيا,12/24/1951,6411776,Tripo,,679359mi
2560,Liby,ⵍⵉⴱⵢⴰ,12/24/1951,6411776,Tripo,,679359mi
2561,Liby,,9/1/1969,,,,
2562,Liechtenstei,Principality of Liechtenstei,1806-07-12,37340,Vaduz,Schaan,61mi
2563,Liga Federal,,1815-06-29,,Montevideo,,
2564,Liguri,,1797-06-14,,,,
2565,Lindau Abbey,,,,,,
2566,Chola Empir,,,,Puhar,,
2567,Chola Empir,,,,Gangaikonda Cholapuram,,
2568,Chola Empir,,,,Pazhayar,,
2569,Chola Empir,,,,Uraiyur,,
2570,Chola Empir,,,,Thanjavur,,
2571,Zambi,Republic of Zambi,,,Lusak,,
2572,Lithuani,Republic of Lithuani,1009-03-09,2884840,Vilnius,,25212mi
2573,Lithuani,Republic of Lithuani,1253-07-06,2884840,Vilnius,,25212mi
2574,Lithuanian SSR,,7/21/1940,,,,
2575,Lithuanian SSR,,12/16/1918,,Vilnius,,
2576,Litbel,,2/17/1919,,Minsk,,
2577,Litbel,,2/17/1919,,Vilnius,,
2578,Litbel,,2/17/1919,,Smolensk,,
2579,Little Entent,,,,,,
2580,Little Goguryeo,,,,,,
2581,Liu Song,,0420-07-07,,Jiankang,,
2582,Lodhi dynasty,,,,Delh,,
2583,Lokot,,7/17/1942,,Brasovsky Distr,,
2584,Lokot,,7/17/1942,,Bryansk Oblas,,
2585,Albarrazí,,,,Albarracín,,
2586,Anholt,,,,Isselburg,,
2587,Berat,,,,Ber,,
2588,Lordship of Biscay,,,,Bermeo,,
2589,Lordship of Biscay,,,,Bilbao,,
2590,Brycheiniog,,,,Brecon,,
2591,Frisi,,,,Leeuwarden,,
2592,Glamorg,,,,Cardiff,,
2593,Gower,,,,Swanse,,
2594,Lordship of Groning,,,,Groningen,,
2595,Hanau-Münzenberg,,,,Hanau,,
2596,Ireland,,1171-10-18,,Dublin,,
2597,Lordship of Oñat,,,,Oñ,,
2598,Overijssel,,,,,,
2599,Prilep,,1371-09-26,,Prile,,
2600,Utrecht,,,,Utrech,,
2601,Beilstei,,,,"Beilstein, Rhineland-Palatinate",,
2602,,,,,,,
2603,Los Altos,,1838-02-02,,Quetzaltenango,,
2604,Lotharingi,,,,,,
2605,Lower Canad,,1791-12-26,,Quebec City,,
2606,Lower Lorrai,,,,,,
2607,Lu Stat,,,,Qufu,,
2608,Lü,,,,"Nanyang, Henan",,
2609,Luhuti,,,,Tell Afis,,
2610,Luxembourg,Grand Duchy of Luxembour,,562958,Luxembourg City,pital c,998mi
2611,Lý dynasty,,,,Hoa Lư,,
2612,Lý dynasty,,,,Hano,,
2613,Sixth Dynasty of Hùng kings,,,,Phong Châu,,
2614,Maakhir,,7/1/2007,,"Badhan, Sanaag",,
2615,Macau,Macao Special Administrative Regi,1887-12-01,643100,,,11.6mi
2616,Macau,f the People's Republic of Chi,1887-12-01,643100,,,11.6mi
2617,Macedo,,,,Pe,,
2618,Macedo,,,,Vergin,,
2619,,,,4760000,,,67000km
2620,Madagascar,Republic of Madagascar,6/26/1960,22434363,Antananarivo,Antananarivo,226597mi
2621,Madagascar,Republic of Madagascar,11/17/2010,22434363,Antananarivo,Antananarivo,226597mi
2622,Madurai Sultanat,,,,Thiruparankundram,,
2623,Magadha Empir,,,,Rajgir,,
2624,Magadha Empir,,,,Pataliputr,,
2625,Mahājanapad,,,,,,
2626,Maha-Meghavahana Dynasty,,,,,,
2627,Mahāmēghabāh,,,,,,
2628,Sud,,1885-01-26,,Omdurman,,
2629,,,,,,,
2630,Maitraka Empir,,,,Vallabh,,
2631,Majapahit Empir,,1293-11-10,,Trowulan,,
2632,Migiurtini,,,,"Alula, Som",,
2633,Migiurtini,,,,Barg,,
2634,Maku Khanat,,,,"Maku, Iran",,
2635,Malacc,,,,Malacca City,,
2636,Madagascar,,,,,,
2637,Madagascar,,10/14/1958,,Antananarivo,,
2638,Malawi,Republic of Malawi,7/6/1964,16407000,Lilongwe,Lilongw,45747mi
2639,Malawi,Republic of Malawi,7/6/1966,16407000,Lilongwe,Lilongw,45747mi
2640,Malawi,,7/6/1964,,,,
2641,Malaysi,,4/1/1946,,Kuala Lumpur,,
2642,,Malaysi,8/31/1957,28334,Kuala Lumpur,,127720mi
2643,,Malaysi,8/31/1957,28334,Putrajay,,127720mi
2644,,Malaysi,9/16/1963,28334,Kuala Lumpur,,127720mi
2645,,Malaysi,9/16/1963,28334,Putrajay,,127720mi
2646,Maldives,Republic of Maldives,7/26/1965,393500,Malé,Malé,115mi
2647,Maldives,Republic of Maldives,8/7/2008,393500,Malé,Malé,115mi
2648,Mali,Republic of Mali,6/20/1960,,Bamako,Bamako,478839mi
2649,Mali,Republic of Mali,9/22/1960,,Bamako,Bamako,478839mi
2650,Mand,,,,Kangab,,
2651,Mand,,,,Mali Empire,,
2652,Mali Federatio,,4/4/1959,,Dakar,,
2653,Mallabhu,,,,History of Bankura distr,,
2654,Mallabhu,,,,Laugram,,
2655,Mallabhu,,,,Pradyumnapur,,
2656,Malt,Republic of Malt,9/21/1964,445426,Valle,Birkirk,122mi
2657,Malt,Republic of Malt,12/13/1974,445426,Valle,Birkirk,122mi
2658,Malt,,1800-09-04,,Valle,,
2659,Mamluk Dynasty,,,,Delh,,
2660,Mamluk Iraq,,,,Baghdad,,
2661,Mamluk Sultanate of Egypt,,1250-05-02,,,,
2662,Khwarmez,,,,,,
2663,Gauda Kingdo,,,,Murshidabad,,
2664,Manchukuo,,2/18/1932,,Changchun,,
2665,Manchukuo,,2/18/1932,,Linjiang,,
2666,Mand,,,,,,
2667,Iraq,,8/10/1920,,Baghdad,,
2668,Palesti,,4/25/1920,,Jerusalem,,
2669,Mankessi,,,,Mankessim,,
2670,Maragheh Khanat,,,,Maragheh,,
2671,Marand Khanat,,,,Marand,,
2672,Marath,,,,Raigad For,,
2673,Marath,,,,Gingee,,
2674,Marath,,,,Pune,,
2675,Marath,,,,Satara (city),,
2676,Lusati,,,,Lübben (Spreewald),,
2677,Montferrat,,,,Casale Monferrato,,
2678,Nordgau,,,,Schweinfur,,
2679,"Tuscany, March",,,,Florence,,
2680,"Tuscany, March",,,,Lu,,
2681,"Tuscany, March",,,,San Miniato,,
2682,Marchtal Abbey,,,,,,
2683,Flanders,,,,Ghen,,
2684,Flanders,,,,Bruges,,
2685,Mantu,,1433-09-22,,,,
2686,Meiss,,,,Meissen,,
2687,Austri,,,,Vienn,,
2688,Bad,,,,,,
2689,Brandenburg,,1157-10-03,,Berlin,,
2690,Brandenburg,,1157-10-03,,Brandenburg an der Have,,
2691,Landsberg,,,,Weißenfels,,
2692,Moravi,,,,Brno,,
2693,Moravi,,,,Olomou,,
2694,Mari,,,,,,
2695,Mari ASSR,,,,,,
2696,Marinid,,,,"Fez, Morocco",,
2697,"Marmoutier Abbey, Alsac",,,,,,
2698,Marquesado del Carpio,,,,,,
2699,Cev,,,,Cev,,
2700,Final,,,,Finale Ligure,,
2701,Incis,,,,,,
2702,Marquisate of Saluzzo,,,,Saluzzo,,
2703,Marshall Islands,Republic of the Marshall Islands,10/21/1986,72191,Majuro,pital c,70mi
2704,Marstrand Free Port,,,,Marstrand,,
2705,Tabarist,,,,"Damavand, Iran",,
2706,Mataram Sultanat,,,,Kotagede,,
2707,Mataram Sultanat,,,,Kartosuro,,
2708,Thirteenth Dynasty of Hùng kings,,,,,,
2709,Maukhari Empir,,,,Kannauj,,
2710,,,,,,,
2711,　,,,,Sig,,
2712,Mauritani,Islamic Republic of Mauritani,11/28/1960,4067564,Nouakcho,,1030000km
2713,Mauritani,Islamic Republic of Mauritani,7/12/1991,4067564,Nouakcho,,1030000km
2714,Mauritius,Republic of Mauritius,3/12/1968,1261208,Port Louis,,787mi
2715,Mauritius,Republic of Mauritius,3/12/1992,1261208,Port Louis,,787mi
2716,Mauritius,,3/12/1968,,,,
2717,Maurya Empir,,,,Pataliputr,,
2718,Mauryan Empir,,,,Pataliputr,,
2719,,,,,,,
2720,Mbund,,,,,,
2721,Mecklenburg-Güstrow,,,,Güstrow,,
2722,Medang,,,,Kewu Plain,,
2723,Medang,,,,Madiun,,
2724,Medang,,,,Jombang Regency,,
2725,Medes,,,,Ecbatan,,
2726,Medes,,,,Hamadan,,
2727,Medieval Cholas,,,,Gangaikonda Cholapuram,,
2728,Medieval Cholas,,,,Pazhayar,,
2729,Medieval Cholas,,,,Thanjavur,,
2730,Medri Bahri or Land of the S,,,,Debarw,,
2731,Memleben Abbey,,,,,,
2732,Mengjiang,,,,Zhangjiakou,,
2733,Merci,,,,"Tamworth, Staffordshire",,
2734,,,3/26/1991,288996820,,,19326961km
2735,,,12/16/1994,288996820,,,19326961km
2736,Imeri,,,,Antananarivo,,
2737,Mergid,,,,,,
2738,Metsepol,,,,,,
2739,Mexico,United Mexican States,1810-09-16,119530753,Mexico City,Mexico ,761606mi
2740,Mexico,United Mexican States,1821-09-27,119530753,Mexico City,Mexico ,761606mi
2741,Michaelsberg Abbey,,,,Siegburg,,
2742,Middle Assyrian Empir,,,,,,
2743,Middle Franci,,,,Aachen,,
2744,Middle Kingdom of Egypt,,,,"Thebes, Egy",,
2745,Middlesex,,,,London,,
2746,Sist,,,,Zaranj,,
2747,Nazi-occupied Belgium and Northern Franc,,,,,,
2748,German-occupied Poland,,,,,,
2749,Chil,,9/11/1973,,,,
2750,Vojna Kraji,,,,,,
2751,Samos,,,,"Vathy, Samos",,
2752,Mi,,,,Fuzhou,,
2753,,Republic of Minerv,1/19/1972,,,,
2754,Ming dynasty,,1368-01-23,,Nanjing,,
2755,Ming dynasty,,1368-01-23,,Beijing,,
2756,,,,,,,
2757,,,6/18/1934,,,,
2758,,,7/26/1936,,,,
2759,Minyu,,,,"Wuyishan, Fujian",,
2760,Minyu,,,,Fuzhou,,
2761,Sikh Raj,,,,Amritsar,,
2762,Punjab Empir,,,,Amritsar,,
2763,Mississippi,,1861-01-09,,"Jackson, Mississ",,
2764,Mississippi,,1861-01-09,,Mississ,,
2765,Kingdom of Mitanni,,,,Washukann,,
2766,Mlechchha dynasty,,,,Tezpur,,
2767,Moab,,,,"Dhiban, Jordan",,
2768,Moche cultur,,,,"Moche, Trujillo",,
2769,Moghulist,,,,,,
2770,Moheg,Mohegan Tribe of Native Americans of Connecticut,1638-09-21,1920,"Uncasville, Connecticu",,0.79mi
2771,Moheg,Mohegan Tribe of Native Americans of Connecticut,3/7/1994,1920,"Uncasville, Connecticu",,0.79mi
2772,Mohéli,Autonomous Island of Mohéli,,38000,Fombon,,211km
2773,Moldavi,,,,Sire,,
2774,Moldavi,,,,Iaș,,
2775,Moldavi,,,,Suceav,,
2776,Moldavi,,,,B,,
2777,Moldavian Democratic Republic,,,,Chișinău,,
2778,Moldavian SSR,,8/2/1940,,Chișinău,,
2779,Moldov,Republic of Moldov,6/23/1990,2913281,Chișinău,,13067mi
2780,Moldov,Republic of Moldov,8/27/1991,2913281,Chișinău,,13067mi
2781,Monaco,Principality of Monac,1814-05-17,37800,Monaco City,,0.78mi
2782,Monarchy of the North,,1/19/1919,,Porto,,
2783,Mondsee Abbey,,,,,,
2784,"Mongol Armenia, Ilkhanid Armeni",,,,An,,
2785,Mongol Empir,,,,Avarg,,
2786,Mongol Empir,,,,Karakorum,,
2787,Mongolian Empir,,,,Avarg,,
2788,Mongolian Empir,,,,Karakorum,,
2789,Mongoli,Mongoli,,3042511,Ulaanbaatar,,603909mi
2790,Mongoli,,12/29/1911,,Ulaanbaatar,,
2791,Mongoli,,11/26/1924,,Ulaanbaatar,,
2792,Montenegro,Montenegr,1852-01-01,,Podgor,,5332mi
2793,Montserrat,Montserrat,,4900,"Plymouth, Montserr",Brad,39mi
2794,Montserrat,Montserrat,,4900,Little Bay (Montserrat),Brad,39mi
2795,Montserrat,Montserrat,,4900,Brades,Brad,39mi
2796,Serbi,,,,Krušev,,
2797,Morocco,Kingdom of Morocc,,,Rab,blanc,274460mi
2798,Mosquito Coast,,1860-01-28,,Bluefields,,
2799,Mosquiti,,1860-01-28,,Bluefields,,
2800,Mossi Kingdoms,,,,,,
2801,Mount Athos,,,,"Karyes, Mount Athos",,129.59mi
2802,Mountain Republic,,,,Buynaksk,,
2803,Mozambiqu,Republic of Mozambiqu,6/25/1975,24692144,Maputo,,309496mi
2804,Mozambiqu,Republic of Mozambiqu,11/30/1990,24692144,Maputo,,309496mi
2805,Mthwakazi,Kingdom of Mthwakazi,,,Bulawayo,,
2806,Muang Phu,,,,Xiangkhouang Province,,
2807,Mughal Empir,,1526-04-21,,Old Delh,,
2808,Mughal Empir,,1526-04-21,,Agr,,
2809,Mughal Empir,,1526-04-21,,Delh,,
2810,Mughal Empir,,1526-04-21,,Lahore,,
2811,Mughal Empir,,1526-04-21,,Fatehpur Sikr,,
2812,Mugh,,5/15/1919,,,,
2813,Murbach Abbey,,,,,,
2814,,Murrawarri Republic,3/30/2013,,"Barringun, Queensland",,81000km
2815,Muscat and O,,1820-01-08,,"Muscat, Oman",,
2816,Ezhimalai kingdo,,,,,,
2817,Y,,10/30/1918,,Sana',,
2818,Y,,10/30/1918,,Taiz,,
2819,Muzaffarid dynasty,,,,Shiraz,,
2820,Myanmar,Republic of the Union of Myanmar,1510-10-16,,Naypyidaw,Yangon,261227mi
2821,Myanmar,Republic of the Union of Myanmar,0849-12-23,,Naypyidaw,Yangon,261227mi
2822,Myinsaing Kingdo,,1297-12-17,,Mekkhay,,
2823,Myinsaing Kingdo,,1297-12-17,,Pinle,,
2824,Myinsaing Kingdo,,1297-12-17,,Kyaukse Distr,,
2825,Nabat,,,,Petr,,
2826,Nagas of Padmavati,,,,Padmavati Paway,,
2827,Nagorno-Karabakh,rno-Karabakh,,146573,,,1700mi
2828,Nagorno-Karabakh,",",,146573,,,1700mi
2829,Nagorno-Karabakh,rno-Karabakh Republic,9/2/1991,146600,Stepanaker,Stepanak,4424mi
2830,Nakhchiv,khchivan Autonomous Republic,2/9/1924,414900,Nakhchivan (city),,2071mi
2831,Nakhchiv,khchivan Autonomous Republic,11/17/1990,414900,Nakhchivan (city),,2071mi
2832,Nakhchiv,,,,Nakhchivan (city),,
2833,Nakhon Si Thammarat Kingdo,,,,Nakhon Si Thammar,,
2834,Namay,,,,"Santa Ana, Man",,
2835,Namibi,,2/9/1990,,Windhoek,,318696mi
2836,Namibi,,3/21/1990,,Windhoek,,318696mi
2837,Nanda Empir,,,,Pataliputr,,
2838,"Nanyue, Nam Viet",,,,Panyu Distr,,
2839,Nanz,,,,Nanzan Castle,,
2840,Naraka dynasty,,,,Pragjyotishpur,,
2841,Nassau-Saarbrück,,,,Saarbrücken,,
2842,Nassau-Sieg,,,,Siegen,,
2843,Natal,,1839-10-12,,Pietermaritzburg,,
2844,Nation1,,7/15/1997,,,,
2845,Celesti,tion of Celestial Spac,1/1/1949,,,,
2846,National Coalition Government of the Union of Bur,,12/18/1990,,Yangon,,
2847,Argenti,,3/24/1976,,,,
2848,,Sri Lank,,,,,
2849,Liby,,3/5/2011,,Tripo,,
2850,,,,,,,
2851,Nauru,Republic of Nauru,1/31/1968,,Yaren Distr,,8.1mi
2852,Nawab of the Carnatic,,,,"Arcot, Vellore",,
2853,Nawabs of Bengal and Murshidabad,,,,Murshidabad,,
2854,Nayakas of Keladi,,,,Nagar,,
2855,Nayakas of Keladi,,,,Kelad,,
2856,Nayakas of Keladi,,,,Ikker,,
